Report_ID,Constituent_ID,Fundraiser_ID,Contact_Date,Contact_Type,Contact_Report_Text,Est_Gift_Capacity,Suggested_CRM_Tags,Sentiment_Score,Sentiment_Label
REP_2193,DONOR_1022,O,2025-02-13,Event Reception,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,24000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2397,DONOR_1007,O,2025-02-13,Event Reception,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",15000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2469,DONOR_1058,O,2025-02-16,Virtual Call,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",37500,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2371,DONOR_1071,O,2025-02-18,In-Person Lunch,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2362,DONOR_1094,O,2025-02-19,Event Reception,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,36000,Analytics_PublicHealth,1.0,Positive
REP_2477,DONOR_1086,O,2025-02-20,Phone Call,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2043,DONOR_1068,O,2025-02-21,Coffee Meeting,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,18000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2411,DONOR_1096,O,2025-02-21,Event Reception,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2195,DONOR_1059,O,2025-02-22,Campus Tour,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",12000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2284,DONOR_1012,O,2025-02-27,Campus Tour,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",30000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2352,DONOR_1060,O,2025-03-02,Event Reception,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,50000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2254,DONOR_1080,O,2025-03-04,Coffee Meeting,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,75000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2407,DONOR_1058,O,2025-03-08,Virtual Call,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,24000,Analytics_PublicHealth,1.0,Positive
REP_2048,DONOR_1054,O,2025-03-08,Campus Tour,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2142,DONOR_1084,O,2025-03-10,Campus Tour,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,12000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2093,DONOR_1070,O,2025-03-12,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,7500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2389,DONOR_1059,O,2025-03-13,Coffee Meeting,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,60000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2280,DONOR_1036,O,2025-03-14,Virtual Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,5000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2028,DONOR_1019,O,2025-03-15,Event Reception,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,40000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2353,DONOR_1041,O,2025-03-16,Coffee Meeting,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,18000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2395,DONOR_1073,O,2025-03-18,Virtual Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2306,DONOR_1077,O,2025-03-20,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,6000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2434,DONOR_1021,O,2025-03-23,Campus Tour,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2084,DONOR_1065,O,2025-03-23,Phone Call,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,60000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2330,DONOR_1075,O,2025-03-25,Phone Call,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,18000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2211,DONOR_1016,O,2025-03-28,In-Person Lunch,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",25000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2377,DONOR_1068,O,2025-03-29,Coffee Meeting,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,12000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2252,DONOR_1097,O,2025-03-31,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,7500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2472,DONOR_1061,O,2025-03-31,Coffee Meeting,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,24000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2441,DONOR_1002,O,2025-04-02,In-Person Lunch,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,50000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2273,DONOR_1019,O,2025-04-04,Phone Call,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2385,DONOR_1051,O,2025-04-08,Campus Tour,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,6000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2378,DONOR_1050,O,2025-04-09,Phone Call,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,80000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2291,DONOR_1030,O,2025-04-10,Phone Call,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,60000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2158,DONOR_1052,O,2025-04-11,Event Reception,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,30000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2169,DONOR_1058,O,2025-04-12,Phone Call,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,45000,Analytics_PublicHealth,1.0,Positive
REP_2270,DONOR_1098,O,2025-04-15,Campus Tour,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,15000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2276,DONOR_1039,O,2025-04-17,Virtual Call,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,22500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2431,DONOR_1037,O,2025-04-19,Virtual Call,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,45000,Analytics_PublicHealth,1.0,Positive
REP_2350,DONOR_1096,O,2025-04-22,Event Reception,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2316,DONOR_1088,O,2025-04-23,In-Person Lunch,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,12000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2099,DONOR_1053,O,2025-04-30,Coffee Meeting,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",8000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2366,DONOR_1038,O,2025-05-01,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,6000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2141,DONOR_1078,O,2025-05-01,Phone Call,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,36000,Analytics_PublicHealth,1.0,Positive
REP_2013,DONOR_1047,O,2025-05-03,Phone Call,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,80000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2046,DONOR_1062,O,2025-05-07,Coffee Meeting,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",25000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2494,DONOR_1049,O,2025-05-08,Campus Tour,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,80000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2038,DONOR_1085,O,2025-05-08,Event Reception,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,22500,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2370,DONOR_1095,O,2025-05-08,Campus Tour,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,60000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2071,DONOR_1004,O,2025-05-16,Campus Tour,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,6000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2281,DONOR_1055,O,2025-05-16,Coffee Meeting,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,16000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2072,DONOR_1039,O,2025-05-17,In-Person Lunch,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,45000,Analytics_PublicHealth,1.0,Positive
REP_2405,DONOR_1067,O,2025-05-17,In-Person Lunch,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",30000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2228,DONOR_1019,O,2025-05-18,In-Person Lunch,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,24000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2221,DONOR_1055,O,2025-05-22,Coffee Meeting,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,30000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2448,DONOR_1067,O,2025-05-24,Campus Tour,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,22500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2097,DONOR_1017,O,2025-05-25,Coffee Meeting,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,15000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2144,DONOR_1037,O,2025-05-26,Virtual Call,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,150000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2182,DONOR_1063,O,2025-05-26,Coffee Meeting,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,150000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2176,DONOR_1079,O,2025-05-29,Phone Call,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2205,DONOR_1056,O,2025-05-30,Virtual Call,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,60000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2320,DONOR_1025,O,2025-05-31,Coffee Meeting,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",30000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2186,DONOR_1061,O,2025-05-31,Coffee Meeting,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,18000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2212,DONOR_1001,O,2025-06-01,Event Reception,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,16000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2287,DONOR_1014,O,2025-06-01,Virtual Call,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2164,DONOR_1061,O,2025-06-07,Coffee Meeting,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,50000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2208,DONOR_1006,O,2025-06-07,Campus Tour,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2247,DONOR_1055,O,2025-06-07,Coffee Meeting,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,22500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2019,DONOR_1033,O,2025-06-10,Phone Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,60000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2110,DONOR_1096,O,2025-06-11,Campus Tour,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",25000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2340,DONOR_1078,O,2025-06-12,Campus Tour,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,24000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2468,DONOR_1009,O,2025-06-15,Campus Tour,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,5000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2136,DONOR_1023,O,2025-06-16,Coffee Meeting,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2108,DONOR_1096,O,2025-06-16,In-Person Lunch,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,4000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2299,DONOR_1069,O,2025-06-17,In-Person Lunch,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,36000,Analytics_PublicHealth,1.0,Positive
REP_2077,DONOR_1049,O,2025-06-18,In-Person Lunch,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",8000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2420,DONOR_1049,O,2025-06-19,Campus Tour,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,16000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2286,DONOR_1010,O,2025-06-20,Campus Tour,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,22500,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2251,DONOR_1013,O,2025-06-20,Campus Tour,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,15000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2123,DONOR_1027,O,2025-06-22,Virtual Call,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,120000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2053,DONOR_1053,O,2025-06-25,Campus Tour,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,20000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2386,DONOR_1031,O,2025-06-25,Coffee Meeting,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,45000,Analytics_PublicHealth,1.0,Positive
REP_2026,DONOR_1058,O,2025-06-27,Event Reception,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,12000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2145,DONOR_1009,O,2025-06-28,Phone Call,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2357,DONOR_1076,O,2025-06-29,Phone Call,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2070,DONOR_1052,O,2025-07-01,Campus Tour,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,75000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2466,DONOR_1034,O,2025-07-02,Coffee Meeting,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,12000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2015,DONOR_1059,O,2025-07-04,Phone Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,50000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2129,DONOR_1045,O,2025-07-05,Virtual Call,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2381,DONOR_1017,O,2025-07-07,Campus Tour,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,60000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2102,DONOR_1062,O,2025-07-07,Coffee Meeting,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,4000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2095,DONOR_1080,O,2025-07-09,Coffee Meeting,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,60000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2255,DONOR_1056,O,2025-07-09,Event Reception,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",30000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2467,DONOR_1021,O,2025-07-10,Coffee Meeting,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,150000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2365,DONOR_1024,O,2025-07-13,Event Reception,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2204,DONOR_1078,O,2025-07-14,In-Person Lunch,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,20000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2262,DONOR_1046,O,2025-07-17,Coffee Meeting,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",12000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2257,DONOR_1007,O,2025-07-21,In-Person Lunch,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,75000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2011,DONOR_1084,O,2025-07-24,In-Person Lunch,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,24000,Analytics_PublicHealth,1.0,Positive
